1989 in Berlin : Schauplätze der Friedlichen Revolution ¤ Als Hauptstadt der DDR war Ost-Berlin ein wichtiges Zentrum der Friedlichen Revolution von 1989. Ingo Juchler nimmt die Leserinnen und Leser mit zu den zentralen Schauplätzen der Ereignisse, wobei er den Bogen vom 17. Juni 1953 über die Protestbewegung der 1970er Jahre bis hin zu den Demonstrationen im Herbst 1989 und den Ereignissen rund um den Mauerfall schlägt. Informative Texte zu den Hintergründen, zahlreiche Abbildungen und eine Übersichtskarte machen das Buch zu einem anschaulichen Zeitreiseführer in die jüngere deutsche Geschichte	<gnd:4120448-7> <gnd:4226254-9>
Lineare Algebra und Analytische Geometrie : ein Lehrbuch für Physiker und Mathematiker ¤ Die ersten fünf Kapitel dieses neuen Lehrbuchs entsprechen nach Inhalt und Methode dem Standard einer modernen Vorlesung über Lineare Algebra. Die Darstellung ist von Anfang an anschaulich und geometrisch. Man gelangt nach Kegelschnitten, projektiver Geometrie, der Hauptachsentransformation, Tensoren, Lie-Algebren und symplektischen Gruppen hin zu den grundlegenden Aussagen der Linearen Algebra über Ringen. Physiker finden eine Diskussion von Quaternionen, Pauli-Matrizen, orthogonalen und unitären Gruppen und der Lorentzgruppe. TOC:Schulweisheiten.- I. Vektorräume.- II. Matrizenrechnung.- III. Die Determinante.- IV. Bilinearformen.- V. Die Jordansche Normalform.- VI. Geometrie.- VII.Tensorrechnung.- VIII. Lineare Gruppen und Lie-Algebren.- IX. Quaternionen und orthogonale Gruppen.- X. Ringe und Module	<gnd:4035811-2> <gnd:4001867-2>
Lebendiges vom Tod : Nachdenken über Leben und Tod ; 7./8. Klasse ¤ Die Schüler/innen denken über die eigene Sterblichkeit und die Jenseitsvorstellungen der verschiedenen Religionen nach. Angeregt durch Geschichten, Bilder und eigenes kreatives Gestalten erleben sie im Laufe der 10 Lernstationen, dass der Tod durchaus zum Leben gehört - und darüber hinaus weist.	<gnd:4060294-1> <gnd:4049422-6> <gnd:4071045-2> <gnd:4054365-1>
Bioinformatik : ein einführendes Lehrbuch ¤ Genetik und Systembiologie entwickeln sich im Wechselspiel zwischen Labor und Computer. Die Einführung in die Bioinformatik stellt die wichtigsten Werkzeuge zusammen mit dem Grundwissen des Fachs vor. Im Zentrum steht dabei die automatisierte Analyse des Genoms mithilfe von Datenbanken und Auswertesoftware. Eine grosse Bereicherung sind dabei die historischen und interdisziplinären Exkurse sowie die Verknüpfung biochemischer und informationswissenschaftlicher Zusammenhänge bis hin zur künstlichen Intelligenz. Glossar und Tutorial zu den wichtigsten Instrumenten erlauben zusammen mit Aufgaben und Lösungen Studierenden aus den Lebens- wie Informationswissenschaften eine eigenständige Erarbeitung des Stoffs. Damit liegt eine echte Alternative zu etablierten Lehrbüchern vor (z.B. M.-T. Hütt: ID-G 11/16). Auch dem interessierten Laien werden viele Anregungen geboten. Etwas mehr Sorgfalt bei den Annotationen hätte die Abbildungen noch verständlicher gestalten können. Bei Wortwahl und Formulierungen ist ein gelegentlich befremdlicher Einfluss der englischen Fachsprache auf den deutschen Text unverkennbar. (2-3)	<gnd:4611085-9>
Biochemie : eine Einführung mit 40 Lerneinheiten ¤ Biochemie: Lernen leicht gemacht Der Inhalt:-Die Moleküle des Lebens -Molekulare Genetik-Stoffwechsel-Zellen und ihre Umgebung-Molekulare Physiologie-Biochemische Methoden Das Konzept: -40in sich geschlossene Lerneinheiten von10-15 Seiten-Übersichtlich, kurz, umfassend und didaktisch ausgefeilt Biochemie: So macht Lernen Spaß	<gnd:4039983-7> <gnd:4006777-4>
Teuflisch gutes Webdesign : wie Sie Ihre Kunden in Versuchung führen ¤ Ihre Kunden sollen Ihre Website lieben? Sich dort so richtig wohlfühlen - und dabei das tun, was Sie möchten? In einer furiosen Mischung aus Psychologie, Marketing und Design zeigt Ihnen Chris Nodder, wie es geht. Er spricht aus, was wir alle wissen: Wir haben kleine Schwächen. Wir möchten dazugehören, Dinge umsonst bekommen, uns nicht allzu sehr anstrengen, nicht Nein sagen müssen und vieles andere mehr. Auf diesen kleinen Schwächen aufbauend gibt er Ihnen einfach umzusetzende Designmuster an die Hand, mit denen Sie die Benutzung Ihrer Website für Ihre Kunden besonders angenehm gestalten können - oder zumindest die Tätigkeiten, die Sie sich von Ihren Kunden wünschen. Die unzähligen Beispiele aus allen Schlupfwinkeln des Internets machen die Erklärungen dabei noch anschaulicher. Danach liegt es an Ihnen: Lassen Sie sich in Versuchung führen und wechseln mit Ihrem neuen Wissen auf die dunkle Seite der Macht oder setzen Sie es zum Wohle der Menschheit ein? (Verlagstext)	<gnd:4316837-1> <gnd:1041632088> <gnd:4037589-4>
Speed of migrating bedforms on the sea floor : a review ¤ Dieser Bericht fasst die Ergebnisse einer Literaturstudie zur Wanderrate von Dünen auf dem Meeresboden zusammen. Es zeigt sich, dass vor allem ältere Untersuchungen ohne ortsfeste Markierungen auf dem Meeresboden unter Positions- Ungenauigkeiten leiden und für weitergehende theoretische Berechnungen keine Aussagekraft haben. Allgemein gilt, dass die Wandergeschwindigkeit mit der Höhe deutlich abnimmt. Sanddünen mit mehr als 1 m Höhe sind für Fragen der Versandung kleiner Objekte weitgehend ortsfest und wandern nur sehr langsam (weniger als 10 cm/Tag). Für Megarippel bis ca 50 cm Höhe kann die Abschätzung gelten, dass sie im Normalfall mit bis zu 50 cm/Tag wandern, unter bestimmten Umständen jedoch auch wesentlich schneller. Auffallend ist die deutliche zeitliche und örtliche Variabilität in der Geschwindigkeit einzelner Megarippel. Für Modelle ist diese Frage weiter zu untersuchen. (AUT)	<gnd:4129066-5>
Luxus der Leere : vom schwierigen Rückzug aus der Wachstumswelt : [eine Streitschrift] ¤ Schrumpfende Städte, vereinsamende Landschaften: Die aktuellen urbanistischen Debatten werden von sorgenvollen Tönen bestimmt. Weit über eine Million Wohnungen stehen bislang in Ostdeutschland leer und sollen zu großen Teilen abgerissen werden. Auch der Westen bekommt die Wandlungsprozesse zu spüren: Wo traditionelle Produktionsstandorte aufgegeben werden, geraten immer mehr Ausgleichs- und Regelmechanismen ins Wanken. Die Existenzkrise der Wohnungswirtschaft in den Neuen Bundesländern ist nur Indikator für einen weitreichenden Wandel unserer altvertrauten sozialräumlichen und regionalen Strukturen insgesamt.	<gnd:4056730-8> <gnd:4124268-3> <gnd:4149019-8> <gnd:4410380-3> <gnd:4077811-3> <gnd:4034348-0>
Handbook of plastic optics ¤ Optische und optomechanische Bauteile aus Kunststoff stehen im Mittelpunkt dieses Bandes. Behandelt werden alle Stadien des Produktionsprozesses vom Design über Werkstoffe, Ausrüstung und Technologien bis zur Qualitätskontrolle. Ein unentbehrliches Werk für alle Fachleute für optische Bauelemente in Forschung und Entwicklung	<gnd:4078181-1> <gnd:4016899-2> <gnd:4699207-8> <gnd:4172681-9> <gnd:4182581-0>
Computerlexikon für Dummies : [machen Sie sich schlau über EDV ; auf einen Blick: alles Wissenswerte rund um den PC ; über 2000 Begriffe verständlich erklärt ; Windows 7 und die neuesten Technologien ; zum schnellen Nachschlagen von A bis Z] ¤ Rezension: Bereits in 5. Auflage erscheint das Computerlexikon in der beliebten "Dummies"-Reihe. Gegenüber der Vorauflage (BA 7/07) sind einige Aktualisierungen (vor allem anlässlich Windows 7 und anderer neuer Microsoft-Technologien), Erweiterungen und Streichungen zu verzeichnen, insgesamt ein Zuwachs von knapp 20 Seiten und eine Preisreduzierung von 2 Euro. Die Einträge sind nicht sehr ausgewogen (PHP findet man, nicht aber das damit im Zusammenhang stehende MySQL), überrepräsentiert ist alles, was Microsoft macht, viele Abkürzungen werden aufgelöst, aber auch Unnötiges wie "Endlospapier" oder nicht mehr Relevantes wie "Jahr-2000-Problem" wird erläutert. Die Erklärungen sind absolut laienverständlich und wie von der Reihe nicht anders zu erwarten oft amüsant zu lesen. Insgesamt weniger ein Titel zum gezielten Nachschlagen als zur unterhaltenden Lektüre mit dem Nebeneffekt, anschließend das wichtigste Computer-Fachvokabular intus zu haben. Die 4. Auflage (BA 7/07) kann auslaufen, ältere Auflagen sollten ersetzt werden. (2) (LK/M: Zimmermann) ¤ Alphabetisches Nachschlagewerk zu den wichtigsten Begriffen und Kürzeln des Computerzeitalters. (LK/M: Zimmermann)	<gnd:4070083-5>
