https://d-nb.info/gnd/4682221-5	Borland Kylix 2.0
https://d-nb.info/gnd/4154766-4	Airport construction
https://d-nb.info/gnd/1246226936	Large heat pump
https://d-nb.info/gnd/4320074-6	Molybdenum compounds
https://d-nb.info/gnd/4208626-7	Acoustic surface wave
https://d-nb.info/gnd/4154392-0	Filter theory
https://d-nb.info/gnd/4173119-0	Paleo tectonics
https://d-nb.info/gnd/4169043-6	Mass spectrometer
https://d-nb.info/gnd/4308871-5	Isobutylidene diurea
https://d-nb.info/gnd/4161765-4	Encrustation (Geology)
https://d-nb.info/gnd/4222047-6	Thiacrown ether
https://d-nb.info/gnd/1274160626	Herm pilaster
https://d-nb.info/gnd/4179843-0	Snow line
https://d-nb.info/gnd/4242440-9	Ash tuff
https://d-nb.info/gnd/4128756-3	Screen window
https://d-nb.info/gnd/4290446-8	Pénzeskut marl
https://d-nb.info/gnd/1155266803	Python 3.7
https://d-nb.info/gnd/7522386-7	CAD/DRAW 6.1
https://d-nb.info/gnd/4874074-3	Permanganates
https://d-nb.info/gnd/7611602-5	Smoothing (Surface treatment)
https://d-nb.info/gnd/4148593-2	Cyclopentane derivatives
https://d-nb.info/gnd/4121560-6	Research
https://d-nb.info/gnd/4274169-5	Harbor railway
https://d-nb.info/gnd/4367528-1	Bookshelf
https://d-nb.info/gnd/4046170-1	Pitting
https://d-nb.info/gnd/4193070-8	Low-emission passenger car
https://d-nb.info/gnd/7557646-6	Ankh (Video game)
https://d-nb.info/gnd/4150908-0	Thermosetting molding compound
https://d-nb.info/gnd/4504579-3	Classic postage stamp
https://d-nb.info/gnd/4130527-9	Natural potential
https://d-nb.info/gnd/4154839-5	Fluoroethanes
https://d-nb.info/gnd/4041871-6	Neurobiology
https://d-nb.info/gnd/4178956-8	Saline
https://d-nb.info/gnd/4147712-1	Chinon methylimino derivative
https://d-nb.info/gnd/7698102-2	Lexware Payroll + Salary Premium
https://d-nb.info/gnd/4543226-0	Copper hammer
https://d-nb.info/gnd/4191094-1	Random field
https://d-nb.info/gnd/1072875500	Layer preparation
https://d-nb.info/gnd/4179239-7	Acid rain
https://d-nb.info/gnd/4181736-9	Solanum alkaloids
https://d-nb.info/gnd/7849525-8	Xcode 4
https://d-nb.info/gnd/7548620-9	Windows Forms 2.0
https://d-nb.info/gnd/4146449-7	Branch-and-bound method
https://d-nb.info/gnd/4192234-7	Logistat A 020
https://d-nb.info/gnd/4532378-1	X-ray emitter
https://d-nb.info/gnd/4148160-4	Cobalt-57
https://d-nb.info/gnd/4151902-4	Electron beam technology
https://d-nb.info/gnd/4333879-3	Print (4-)
https://d-nb.info/gnd/1173465944	Bingham fluid
https://d-nb.info/gnd/4323367-3	Event (Geology)
https://d-nb.info/gnd/7712097-8	Adobe Photoshop Lightroom 3
https://d-nb.info/gnd/1173645659	Phoenix (Ship, 1815-1819)
https://d-nb.info/gnd/4512368-8	ORACLE Web Application Server
https://d-nb.info/gnd/4179893-4	Cutting multiplicity
https://d-nb.info/gnd/4255559-0	EN standard
https://d-nb.info/gnd/4676329-6	Extrasolar planetary system
https://d-nb.info/gnd/4221585-7	Positron spectrum
https://d-nb.info/gnd/4155259-3	Fredholm determinant
https://d-nb.info/gnd/7738112-9	Lexware Inventory Management
https://d-nb.info/gnd/4424897-0	Heterogenization
https://d-nb.info/gnd/4336841-4	QuarkXPress 3.2
https://d-nb.info/gnd/4241437-4	Countercurrent chromatography
https://d-nb.info/gnd/4403105-1	E-function
https://d-nb.info/gnd/4225203-9	TOS 1.4
https://d-nb.info/gnd/4169727-3	Methylpentanone
https://d-nb.info/gnd/4326605-8	Paul trap
https://d-nb.info/gnd/7601176-8	L-operator
https://d-nb.info/gnd/1234928876	Focaccia
https://d-nb.info/gnd/4209397-1	Maple (Software)
https://d-nb.info/gnd/7626423-3	Distiller
https://d-nb.info/gnd/4161105-6	Hyphomicrobium vulgare
https://d-nb.info/gnd/4744872-6	Rich Text Format
https://d-nb.info/gnd/4382047-5	Bacillus cereus mycoides
https://d-nb.info/gnd/7846300-2	Mercedes 230 Landaulet
https://d-nb.info/gnd/4138949-9	FM antenna
https://d-nb.info/gnd/4300607-3	Linear quadratic control theory
https://d-nb.info/gnd/7678838-6	Partial safety factor
https://d-nb.info/gnd/4764063-7	DVD player
https://d-nb.info/gnd/110477173X	Craft beer
https://d-nb.info/gnd/4260186-1	Flavour (Elementary particle)
https://d-nb.info/gnd/4704168-7	Semi-rotaxane
https://d-nb.info/gnd/4457139-2	Gas odorization
https://d-nb.info/gnd/4672265-8	Hook (Programming)
https://d-nb.info/gnd/4262896-9	Swelling
https://d-nb.info/gnd/4159123-9	Harmonic oscillation
https://d-nb.info/gnd/7575236-0	ABAP 7.0
https://d-nb.info/gnd/4173737-4	Perflektometer
https://d-nb.info/gnd/4179018-2	Samarskite
https://d-nb.info/gnd/4778871-9	Dimethoxyphenyl group
https://d-nb.info/gnd/4621707-1	Quadratic assignment problem
https://d-nb.info/gnd/4343305-4	Argon atom
https://d-nb.info/gnd/4511733-0	GroupWise 5.0
https://d-nb.info/gnd/1164197681	Pioneer railway
https://d-nb.info/gnd/4487838-2	Dihydroxybiphenyls
https://d-nb.info/gnd/4160580-9	Homogeneous manifold
https://d-nb.info/gnd/4603762-7	Terra preta
https://d-nb.info/gnd/4131084-6	Buckling strength
https://d-nb.info/gnd/7736547-1	Google App Engine
https://d-nb.info/gnd/4165785-8	Critical exponent
https://d-nb.info/gnd/4181463-0	Silylation reagent
https://d-nb.info/gnd/4508561-4	Virtual path
https://d-nb.info/gnd/4173025-2	Oxide ceramic
https://d-nb.info/gnd/7597982-2	Cutty Sark
https://d-nb.info/gnd/1100546049	Affinity Photo
https://d-nb.info/gnd/4127620-6	Isobutane
https://d-nb.info/gnd/4155303-2	Free boundary value problem
https://d-nb.info/gnd/4150180-9	Discrete orthogonal transformation
https://d-nb.info/gnd/4152705-7	Petroleum processing
https://d-nb.info/gnd/4389410-0	Predictor-corrector method
https://d-nb.info/gnd/1079147268	Steam locomotive series 70 1
https://d-nb.info/gnd/4409885-6	Estransulfate
https://d-nb.info/gnd/1202262201	ArchiCAD 23
https://d-nb.info/gnd/4251023-5	Clothing technology assistant
https://d-nb.info/gnd/4781086-5	Grindelinic acid
https://d-nb.info/gnd/4186442-6	Tunnel boring machine
https://d-nb.info/gnd/4368527-4	Zygosaccharomyces bailii
https://d-nb.info/gnd/4564561-9	Cache
https://d-nb.info/gnd/4306174-6	Palindrome (genetics)
https://d-nb.info/gnd/4346234-0	GPSS-FORTRAN 2
https://d-nb.info/gnd/4305231-9	Contact inhibitors
https://d-nb.info/gnd/4163706-9	Chain thread
https://d-nb.info/gnd/4141457-3	Adsorption filter
https://d-nb.info/gnd/4644085-9	MUD
https://d-nb.info/gnd/4473281-8	St 52
https://d-nb.info/gnd/4126059-4	Lawn mower
https://d-nb.info/gnd/4295844-1	Niederschachtofen (type of furnace)
https://d-nb.info/gnd/4482478-6	Soap (program)
https://d-nb.info/gnd/4300599-8	Non-stationary time series analysis
https://d-nb.info/gnd/4220845-2	Inland shipper
https://d-nb.info/gnd/4213140-6	Synthon
https://d-nb.info/gnd/4758108-6	Infinite interval
https://d-nb.info/gnd/4153892-4	Fine dust separation
https://d-nb.info/gnd/4784755-4	Acid solution
https://d-nb.info/gnd/1069008664	Step well
https://d-nb.info/gnd/4422382-1	Flameless combustion
https://d-nb.info/gnd/4161399-5	Impedance measurement
https://d-nb.info/gnd/4157330-4	Smelt dust
https://d-nb.info/gnd/4194040-4	Max Emanuel (ship)
https://d-nb.info/gnd/4278387-2	KATRIN (program)
https://d-nb.info/gnd/4579527-7	Star Wars (computer game)
https://d-nb.info/gnd/4404289-9	Lycopene
https://d-nb.info/gnd/4409550-8	Muconate-cycloisomerase
https://d-nb.info/gnd/4227345-6	Under-tensioned structure
https://d-nb.info/gnd/4189126-0	High temperature strength
